packet_count,byte_count,flow_duration,packets_per_second,bytes_per_second,destination_port_count,connection_count,protocol,label
786,31326,18,31.997588104813506,1257.3862825516833,116,239,6,PORT_SCAN
4179,3564676,7,1221.9656296637227,273629.68768813915,4,3772,6,DDOS
23,2633,57,1.3442078819813779,450.46609431895394,3,69,6,C2_BEACON
6766,6010598,3,1396.8218895063853,243902.3300062325,1,8807,6,DDOS
671,33535,25,17.186317117738977,563.238886485592,143,268,6,PORT_SCAN
6058,9567074,5,1238.4283951982393,829426.6632295273,4,8401,6,DDOS
48,586,5,4.424871803189429,770.3787763085153,2,6,6,NORMAL
577,35702,25,23.729051437261905,2545.7243633429143,77,71,6,PORT_SCAN
4681,7216130,5,1291.3011877823892,59751.813308036704,1,2208,6,DDOS
10,5887,60,4.569451957678963,442.58519225935544,2,9,6,NORMAL
703,38382,7,10.328973951533222,519.459362953031,201,144,6,PORT_SCAN
52,5456,35,1.798922116007941,308.9590661363171,2,90,6,C2_BEACON
64,4285,19,6.483168412281988,648.2723029347449,2,7,6,NORMAL
773,45446,8,20.132379458238354,2090.4929120402385,97,86,6,PORT_SCAN
18,2382,29,3.3909641205638565,153.14160820643974,2,9,6,NORMAL
41,2133,58,0.6528501299024926,194.76322849555086,2,8,6,NORMAL
41,5963,11,3.1525897596096377,581.8893431866762,4,10,6,NORMAL
19,1951,54,5.209615790887756,490.7554150873686,5,10,6,NORMAL
5892,5271138,10,1447.4566265913522,947013.8332992111,2,9770,6,DDOS
9505,4471899,4,1230.89936614005,948371.5056320111,1,8314,6,DDOS
103,25392,13,24.61957854981696,794.286428791517,169,195,6,PORT_SCAN
8347,6797691,15,1130.153819839632,1203221.5541047382,1,8596,6,DDOS
27,7248,63,1.0684903867405908,75.43138034747061,3,91,6,C2_BEACON
7847,6524113,7,454.1905378917253,952353.4768217934,1,5177,6,DDOS
61,3497,7,3.5043621576106743,591.7675616869778,2,6,6,NORMAL
38,4376,33,2.3226434189197267,432.24353753719544,2,65,6,C2_BEACON
60,2760,17,7.761551569522901,951.5602488490307,4,2,6,NORMAL
5911,4775844,12,398.12347384077395,779994.6227937161,1,8583,6,DDOS
5241,665479,4,752.5871781660783,1454721.5545343389,4,2720,6,DDOS
23,4516,50,7.32275621836422,119.81617997812798,1,6,6,NORMAL
60,5288,11,0.5551067951049866,999.4579108747666,3,9,6,NORMAL
31,1177,41,0.731455292322536,773.003787618153,3,1,6,NORMAL
12,4812,35,0.505126222878731,922.0013766246142,2,3,6,NORMAL
53,7544,94,1.2061406457466346,405.8191870838702,2,21,6,C2_BEACON
80,6974,114,2.46031444927447,213.53670735030954,2,90,6,C2_BEACON
9237,5772748,4,859.0820352165356,803604.9928298065,4,6918,6,DDOS
6677,5805659,3,770.2306615824234,535323.4322266497,5,1415,6,DDOS
8292,3194157,7,1124.2258840909503,392388.25469095714,2,2860,6,DDOS
5671,889899,12,1242.4293729562369,1387109.0762447221,2,6410,6,DDOS
41,6390,86,0.5632741837080066,248.2387224675886,1,97,6,C2_BEACON
5168,4074653,3,1185.630866567878,874820.8196517165,2,5994,6,DDOS
63,5885,42,4.739201928830671,350.55135367789075,3,4,6,NORMAL
753,27852,20,23.566139809734622,2885.83805374921,274,126,6,PORT_SCAN
72,6957,26,7.20615993528917,774.1413213013767,1,2,6,NORMAL
29,2991,91,1.0252124604677353,93.70656682932044,3,29,6,C2_BEACON
50,2455,21,3.468393850934409,688.1057118119727,3,8,6,NORMAL
3535,2651617,14,378.05918569056007,426455.49702396186,5,4734,6,DDOS
467,5517,10,19.74927169563142,1336.781195116636,215,281,6,PORT_SCAN
37,5406,77,1.595310932465011,177.90589816841373,2,37,6,C2_BEACON
12,3698,60,4.0260130861886445,653.8872518951986,3,5,6,NORMAL
256,16593,9,7.898861726261975,2585.1610758491443,80,64,6,PORT_SCAN
581,14924,20,33.485409815227015,2333.9017126099466,122,83,6,PORT_SCAN
273,23905,13,39.608195097863344,2383.6720121301605,286,109,6,PORT_SCAN
69,4637,30,5.26557356806883,167.679215946165,1,4,6,NORMAL
64,5197,30,5.821242211767006,446.80926185130653,1,7,6,NORMAL
31,3960,23,5.098507094329194,101.81933347475012,5,3,6,NORMAL
15,7446,35,3.283974015377507,349.6460606733214,5,5,6,NORMAL
8291,1985285,5,1148.650351388491,879392.4507771309,3,3028,6,DDOS
4603,878303,4,946.0947529922549,695914.2188112579,1,9385,6,DDOS
367,24793,24,15.875753023218875,1909.7690290923465,223,274,6,PORT_SCAN
8480,5614309,5,1143.9653854902044,1293987.061284871,5,1399,6,DDOS
57,6011,52,5.542555980132598,605.3320870695577,3,2,6,NORMAL
34,4774,76,1.3325302451659957,354.9509610023156,3,53,6,C2_BEACON
29,4570,65,2.677521789743805,133.70903173901064,2,59,6,C2_BEACON
20,3677,79,1.265659716495379,410.0171778896098,3,92,6,C2_BEACON
476,28054,11,17.00939730017162,2795.1714705288873,110,109,6,PORT_SCAN
62,6696,42,2.206345689684259,107.93455875484122,4,9,6,NORMAL
4192,666911,14,1267.4962388040008,1418282.1184463257,1,6542,6,DDOS
80,5423,43,5.908847291446836,320.6747695060161,1,5,6,NORMAL
79,1625,25,6.773203192168421,803.4465864492225,1,10,6,NORMAL
8958,1865794,15,864.8007523208607,1012078.1879245143,1,3743,6,DDOS
63,7304,11,4.336885898491342,636.813057302295,3,2,6,NORMAL
4864,4307191,14,1198.9644903827461,737935.4651190237,5,8679,6,DDOS
56,4848,32,1.2836501209244218,446.3276735917642,2,38,6,C2_BEACON
5621,2890091,9,1371.6132252593438,424004.72048293106,1,1849,6,DDOS
44,1403,87,1.5963671356286517,139.3869798074254,2,95,6,C2_BEACON
77,833,51,1.0279109720768307,338.7093214246526,2,9,6,NORMAL
50,2627,38,4.813570167591292,642.0819393259336,2,10,6,NORMAL
672,44654,7,33.579559245965854,1671.0902392382968,130,217,6,PORT_SCAN
800,32716,13,13.82249509728741,940.2640477491782,86,67,6,PORT_SCAN
133,48061,28,10.252614008919434,2406.5295904468903,216,70,6,PORT_SCAN
240,43426,17,35.524018764575445,1050.5238785100657,100,117,6,PORT_SCAN
76,1753,24,1.734928099175931,356.5277135968278,2,6,6,NORMAL
78,6264,19,4.251967599171598,841.6864922988843,3,2,6,NORMAL
37,6550,35,2.573747202265169,610.1075606627513,5,10,6,NORMAL
283,14853,20,7.346680460615907,2942.4403348118517,129,229,6,PORT_SCAN
34,5283,43,0.7214323915095123,379.291688065918,3,66,6,C2_BEACON
71,1080,19,3.3730244425682954,744.2252126757725,1,2,6,NORMAL
41,2408,21,6.583056775869937,137.30986522110402,4,10,6,NORMAL
74,6794,92,1.3764847617037823,412.6538749560422,2,40,6,C2_BEACON
421,46520,19,33.29921693085601,949.5160896099168,52,281,6,PORT_SCAN
64,512,44,3.1461202971952535,592.1305302213074,2,2,6,NORMAL
78,634,45,4.365317976570545,279.84122769994366,2,5,6,NORMAL
552,19459,15,14.407772586771486,1954.159498769802,256,269,6,PORT_SCAN
30,2295,42,0.5373461534952074,453.7349127249036,1,73,6,C2_BEACON
205,19184,13,11.241384105405333,1909.1494139716424,82,254,6,PORT_SCAN
6726,8280612,15,466.34869761048884,1069545.5904139022,2,7068,6,DDOS
59,536,50,2.1109707880272235,314.4275889896543,1,10,6,NORMAL
5661,2669632,6,1335.9346125902139,1212259.0462363053,3,6294,6,DDOS
31,1113,53,4.18735970858301,278.84722586236956,3,1,6,NORMAL
24,1645,7,7.596961496614597,339.14635513820497,4,2,6,NORMAL
69,3516,42,7.788933088631965,997.8977604507103,2,9,6,NORMAL
101,45014,24,31.308956101062346,2786.465001800463,215,108,6,PORT_SCAN
3811,734617,11,560.3976909739819,327743.9042790421,3,3814,6,DDOS
7134,5531638,9,1096.1480367775043,504361.8011482926,4,7591,6,DDOS
7042,7400102,15,963.3886735549327,1493208.7532033138,1,2723,6,DDOS
3204,7287429,10,1222.2217990045299,1424294.1283744504,3,3556,6,DDOS
8693,2206614,14,1410.348378650197,1467887.327407663,1,6959,6,DDOS
6151,3577684,14,982.3383190828636,620649.4105088329,1,4927,6,DDOS
60,7559,52,0.8172669617209354,67.80445975636341,1,6,6,NORMAL
23,3908,42,4.1200613790525935,590.4962595140447,4,3,6,NORMAL
53,5922,49,1.9072075087563358,288.7526932080861,1,88,6,C2_BEACON
36,4741,43,4.321419245860344,760.451458932187,3,1,6,NORMAL
8542,7636077,14,471.8927401534109,345456.2004827645,3,4156,6,DDOS
59,5864,36,4.790174298489214,499.39428519898934,2,5,6,NORMAL
50,6830,33,5.5334303146778145,309.02149633954974,2,5,6,NORMAL
63,6181,56,6.441805361168237,502.21184982166,2,4,6,NORMAL
202,17262,16,15.719647040189038,1667.1030809502695,97,242,6,PORT_SCAN
305,26924,29,7.078718914651138,1010.5832693555828,259,237,6,PORT_SCAN
115,14346,29,35.46601180608556,1867.8401311400098,298,254,6,PORT_SCAN
49,5216,48,7.310196132855834,406.54161145405254,2,2,6,NORMAL
364,19303,19,14.129607015108178,2804.7984412926844,182,218,6,PORT_SCAN
8549,5084412,5,828.7895890303283,308013.3316231892,1,9721,6,DDOS
536,43303,28,15.701261221279335,2061.252340059519,153,289,6,PORT_SCAN
24,3783,30,7.717324476123155,308.24143621268064,4,8,6,NORMAL
28,5230,45,2.5153786406561442,443.5138348967858,4,2,6,NORMAL
66,857,31,3.232245605980768,733.6063901011174,4,10,6,NORMAL
72,2616,120,2.9698239470887997,322.45602136718696,1,80,6,C2_BEACON
49,3035,51,6.264728167707069,473.9453224416189,2,2,6,NORMAL
24,4091,47,0.5014334784299599,257.3477170467516,2,70,6,C2_BEACON
61,2276,105,2.631526181494729,191.4333055578309,2,68,6,C2_BEACON
390,44439,11,23.45418265172258,757.3004841983076,121,233,6,PORT_SCAN
22,2152,61,0.9433959641415486,54.17327625734161,3,39,6,C2_BEACON
16,4308,46,7.5888236169703776,113.26790280053679,3,6,6,NORMAL
52,5861,10,2.1669013363467564,262.1615291163282,3,7,6,NORMAL
3058,3789790,13,775.3034154559361,1311378.537134483,5,9197,6,DDOS
27,792,17,0.6902345411333639,996.5643816687029,2,8,6,NORMAL
25,3742,55,2.3231699993235906,970.3931830070443,5,8,6,NORMAL
75,6313,11,7.27904045109391,510.42904424245734,5,9,6,NORMAL
19,5182,28,1.395506972561084,689.6594308826621,1,3,6,NORMAL
675,37029,22,22.493541322317462,2898.688209280532,110,132,6,PORT_SCAN
74,2324,40,5.324879861174389,433.1131437886367,2,2,6,NORMAL
212,12069,30,5.740327234672943,888.8549719773334,178,53,6,PORT_SCAN
48,5271,51,4.796580106658995,298.4754932746231,3,4,6,NORMAL
17,4592,59,4.751645961788374,399.30338896397114,3,2,6,NORMAL
3694,9376767,11,1378.2119496498465,645542.6266757535,4,1113,6,DDOS
73,3875,40,4.092731974701159,133.3354735060571,4,3,6,NORMAL
9702,6910589,7,1058.8002173888278,695421.5074525657,1,2966,6,DDOS
69,4086,35,1.2556915689758545,150.54019207530973,3,94,6,C2_BEACON
17,2137,22,6.126387640025403,202.88862462606852,3,5,6,NORMAL
15,4364,28,3.372346057755493,192.58043482909258,1,9,6,NORMAL
9659,831289,9,967.2721965682164,827804.3451610066,5,9004,6,DDOS
46,3951,85,0.7161138989432134,163.94013798346785,1,62,6,C2_BEACON
9856,8263873,7,317.4046283663906,670760.0315470943,2,5060,6,DDOS
16,715,54,3.477593905701271,776.7465535269159,1,2,6,NORMAL
9041,4285409,14,808.5843082467527,157938.53200706138,2,4225,6,DDOS
7706,1469887,13,1476.0564897659674,1208652.6100153055,5,5845,6,DDOS
5479,5104751,6,1146.7711651685897,1497093.7728874714,5,5278,6,DDOS
76,6138,49,5.136792620378107,461.2055117534667,2,8,6,NORMAL
56,1094,28,5.78403507221061,679.0325751588923,5,2,6,NORMAL
52,3544,21,4.891780214051778,490.57259677837186,1,8,6,NORMAL
5151,5536006,13,1301.0916856219842,735184.6954230706,3,7834,6,DDOS
3052,3325261,10,301.8942931014657,151270.1676929613,4,9600,6,DDOS
37,5278,27,0.8649359969724195,317.28852145485195,5,8,6,NORMAL
73,2840,46,1.6984145010802105,477.2245578893305,3,72,6,C2_BEACON
8687,2506281,8,915.0310432877295,884132.3455828455,3,3668,6,DDOS
57,2007,59,3.4059521569746876,500.1545748162052,2,4,6,NORMAL
348,48219,25,30.734389759266534,1014.7280859754433,69,69,6,PORT_SCAN
36,4091,56,2.684984059889715,708.1935153581256,4,8,6,NORMAL
3743,2942040,14,1430.2139754060713,1425747.8273707586,3,6770,6,DDOS
9838,6452931,9,808.9102168167292,795663.9541682124,4,2848,6,DDOS
53,7088,12,4.012485416395215,121.5343928614196,2,7,6,NORMAL
33,5575,100,2.120717278157941,383.31714667822706,2,42,6,C2_BEACON
70,7905,58,1.9551213216692738,694.3914838118378,5,8,6,NORMAL
67,7610,73,2.675398988815237,327.85730087512917,1,94,6,C2_BEACON
545,8181,19,14.859988439042533,803.8786140810084,175,167,6,PORT_SCAN
539,11098,12,38.84102153943162,1902.4906471103038,173,122,6,PORT_SCAN
5331,6286800,8,669.7024134772148,696085.2594505065,5,2435,6,DDOS
207,32898,27,7.712655537940649,818.2062088863311,53,91,6,PORT_SCAN
212,12860,19,36.110791490445344,1733.1388753476838,72,271,6,PORT_SCAN
74,3959,87,2.368182996000819,146.66576745259027,2,79,6,C2_BEACON
53,2972,25,1.5233875164311754,199.62869171600354,4,8,6,NORMAL
430,42890,9,28.91624142876351,998.766661622011,84,156,6,PORT_SCAN
78,2805,65,0.7684672736221618,157.4468344600701,2,75,6,C2_BEACON
518,32592,21,39.41367127145789,1940.029377009724,211,275,6,PORT_SCAN
36,3740,55,1.3176452088715158,167.1538317701563,1,56,6,C2_BEACON
55,7934,93,1.0019704276158479,283.20150113106746,1,80,6,C2_BEACON
595,37058,24,19.420102157091854,1087.1501011580701,124,118,6,PORT_SCAN
536,36404,6,22.845229245331502,2109.6828887547454,127,78,6,PORT_SCAN
7607,4807726,15,342.0063354189126,1470896.2304952727,5,5891,6,DDOS
295,30064,16,11.26519600049954,2369.071237657935,52,100,6,PORT_SCAN
210,22951,25,28.758053400159437,2748.053455956102,165,295,6,PORT_SCAN
77,5909,65,1.2985087441373553,213.4286067159775,1,60,6,C2_BEACON
508,9782,12,18.58780496266157,1655.6964306002587,73,139,6,PORT_SCAN
408,25154,7,11.46077799250502,2644.405491711981,161,73,6,PORT_SCAN
63,2133,46,7.134893871687238,549.5233553401407,5,1,6,NORMAL
25,6825,33,3.9304090770961726,609.8503582803964,5,3,6,NORMAL
68,3042,48,5.3331395747260695,778.1688205311203,4,4,6,NORMAL
75,3762,57,4.5727302324063945,290.6480769424865,2,5,6,NORMAL
6314,7476304,9,1464.5911640721022,591060.1016644706,4,6043,6,DDOS
51,3609,51,0.6300276750587879,157.4617677571751,2,53,6,C2_BEACON
67,7643,91,1.4261084813567797,185.1112290735216,2,60,6,C2_BEACON
26,1963,60,0.7345531546741181,151.70241006539587,2,2,6,NORMAL
547,41732,19,22.15327266103395,2472.4126393075853,225,80,6,PORT_SCAN
4563,1944410,7,1223.6653756805558,264840.1877826763,4,1357,6,DDOS
763,40755,30,8.636054890876824,1423.834648520443,206,278,6,PORT_SCAN
42,3319,6,3.588206785986432,383.5359653383505,5,4,6,NORMAL
51,3857,46,2.9151804173624587,141.443482391838,1,1,6,NORMAL
64,4665,28,0.6367290334364955,343.42276656068685,2,6,6,NORMAL
392,35936,13,36.79686912319261,751.9042497669816,97,114,6,PORT_SCAN
71,6274,28,1.3487327721120104,507.45626325645185,1,3,6,NORMAL
45,934,17,1.3450934177234561,191.75654613212907,4,8,6,NORMAL
6528,2756338,7,1158.8678275562568,756809.6437142502,1,9037,6,DDOS
7182,4020522,14,418.8109576340048,1238656.778744359,2,1601,6,DDOS
103,33463,7,22.174190316504244,2028.0429685217694,231,95,6,PORT_SCAN
3064,5193941,11,1032.481276277756,262949.6270077515,4,8310,6,DDOS
32,3923,58,1.8184153065414692,923.6530712583873,4,8,6,NORMAL
637,30599,21,7.196801983620157,2139.798118758997,140,217,6,PORT_SCAN
188,42105,19,8.08566837809353,2795.0277308106743,96,236,6,PORT_SCAN
6132,9073595,13,1190.1767066039931,779959.064363162,1,4811,6,DDOS
29,4067,16,6.0034647801004395,967.2000446761738,3,10,6,NORMAL
44,5683,74,1.3988014307053933,59.22235489585147,2,77,6,C2_BEACON
4847,7532125,9,1122.9153670605378,634884.6398749967,5,5909,6,DDOS
60,1130,24,1.7183768803602941,278.4485845890724,4,9,6,NORMAL
188,17167,15,25.690198555081132,2914.413988964769,246,93,6,PORT_SCAN
37,5756,45,4.978594696396588,70.2895819995521,3,4,6,NORMAL
292,36958,8,16.9157548792895,2534.9885447048227,244,185,6,PORT_SCAN
401,35608,28,33.31541059429243,1590.154974025796,292,152,6,PORT_SCAN
6846,5678697,12,711.4803787266964,584803.49299977,1,9481,6,DDOS
10,6701,14,5.456610453271294,480.32569926003384,3,7,6,NORMAL
9622,4415256,6,610.912738284677,471915.92884910473,1,2460,6,DDOS
42,2704,81,1.5528516375203019,237.97653173850244,3,77,6,C2_BEACON
28,3642,17,7.414011124486714,532.8288470132493,2,2,6,NORMAL
50,3890,7,4.718935455982658,260.210393400414,2,1,6,NORMAL
65,7365,48,2.4322951816283185,67.97684666726371,2,70,6,C2_BEACON
8773,5336389,11,1166.5638867671064,169259.52043956023,4,2895,6,DDOS
22,7076,51,4.021178165169188,847.7446224855006,2,6,6,NORMAL
722,48997,7,25.08819391014606,2115.675285863693,224,243,6,PORT_SCAN
8645,2384343,14,874.7774800673825,108117.3245024961,5,2914,6,DDOS
42,6622,35,2.1049010605775567,836.554118332632,3,9,6,NORMAL
491,47849,13,35.4509025955054,2085.7638531241882,191,102,6,PORT_SCAN
14,2850,58,4.0434119978587315,839.5549616355676,4,8,6,NORMAL
22,6080,54,1.5310027564977164,966.2928288641194,2,7,6,NORMAL
434,44778,30,17.610043113861252,2937.7470725800385,279,216,6,PORT_SCAN
528,40321,28,9.243483056618476,2696.1990097119733,254,63,6,PORT_SCAN
32,1808,47,7.42004779594665,101.32623361511374,3,5,6,NORMAL
21,2508,35,5.229971368332548,680.5500921785123,1,9,6,NORMAL
356,12502,6,34.638064848242124,682.2042361186527,245,145,6,PORT_SCAN
52,1080,37,2.2850347577674643,685.5288893814666,2,9,6,NORMAL
5782,935739,10,920.6554710405499,902329.3668709538,1,2682,6,DDOS
749,12599,24,33.24937815282228,2770.527173770032,178,145,6,PORT_SCAN
534,37452,10,26.915771909880466,1811.472737923141,85,241,6,PORT_SCAN
79,5170,16,3.3249467715812084,409.59259120398707,5,2,6,NORMAL
56,7065,108,2.9466812419534847,171.37812125904597,2,35,6,C2_BEACON
20,5363,72,2.4073372606937116,345.28577571751026,3,32,6,C2_BEACON
169,23357,23,17.71648930287284,723.0731038587896,95,231,6,PORT_SCAN
34,2556,92,2.0170624986985546,274.61160082210085,2,40,6,C2_BEACON
7139,2352907,14,371.93488635048357,590819.358651689,5,6807,6,DDOS
26,1962,60,1.4017520692222203,352.6742273508562,3,73,6,C2_BEACON
660,32403,17,5.324048402803285,793.9581952147072,125,234,6,PORT_SCAN
266,24899,20,15.089098380964824,2499.4626621664825,53,166,6,PORT_SCAN
344,9315,22,8.536119681902836,1066.1625393219342,208,229,6,PORT_SCAN
491,32694,11,15.290206310382015,1506.7302580297942,202,120,6,PORT_SCAN
22,4185,52,3.009924038859221,392.91392000236544,5,9,6,NORMAL
5175,1773196,8,1381.7710168577894,477050.84101688047,5,9401,6,DDOS
74,2869,19,6.618396925724876,744.9416089602173,3,10,6,NORMAL
10,2174,24,7.589930654199829,778.9820509431738,3,5,6,NORMAL
68,5252,63,0.6577944267905179,214.44001005538945,3,23,6,C2_BEACON
22,7234,38,5.575379665534217,176.08129862642096,1,8,6,NORMAL
59,2449,47,3.8013875629379834,655.6959331700137,2,10,6,NORMAL
8918,8241026,8,1250.2978660393583,503958.50856909464,2,8025,6,DDOS
373,46122,22,9.3076430316439,2562.312253648897,76,189,6,PORT_SCAN
531,39533,23,32.18073952401029,2528.230219116127,106,229,6,PORT_SCAN
582,44816,25,20.906825156215703,934.4274191828149,241,273,6,PORT_SCAN
57,2143,23,4.728550556181402,338.7138419046788,5,4,6,NORMAL
443,12430,10,21.05882477010359,1432.803716080173,191,202,6,PORT_SCAN
75,5257,90,2.655422426486678,81.66452610767803,2,53,6,C2_BEACON
64,7423,40,7.809099515942812,827.5055165636361,5,9,6,NORMAL
59,2827,21,5.928002412518463,673.735882089954,5,3,6,NORMAL
23,6777,45,4.824227442478576,690.7679355575483,4,2,6,NORMAL
59,6082,24,7.521614349804624,200.68086458523598,1,9,6,NORMAL
79,801,55,7.763210305545264,716.5525727028134,5,10,6,NORMAL
76,3562,49,1.2974167193720916,902.0332627441555,4,3,6,NORMAL
517,39404,14,29.505560153468316,2950.310852963992,106,136,6,PORT_SCAN
75,1174,11,1.7554610691012118,958.4623961497291,5,9,6,NORMAL
61,7295,95,2.8097140777362575,201.76456606767002,1,52,6,C2_BEACON
480,39038,24,13.7933777013708,1657.2004148851545,289,134,6,PORT_SCAN
71,6640,46,1.4239188500741062,486.693817474584,1,22,6,C2_BEACON
9901,4069422,12,1308.8210330336847,457901.3687815729,2,9750,6,DDOS
26,2071,31,5.486970756595786,410.18801326641466,2,10,6,NORMAL
62,985,22,7.002856928253339,170.54376018311973,2,4,6,NORMAL
55,1679,94,0.9565309434674325,419.0119793531475,3,44,6,C2_BEACON
58,3016,109,2.1713320139457526,446.8751554562151,2,93,6,C2_BEACON
299,22689,8,8.654002157772332,1406.7540728149966,249,266,6,PORT_SCAN
26,5374,50,7.535016496743206,344.1027930451629,4,6,6,NORMAL
31,5547,13,6.386369824779386,822.853372220662,1,10,6,NORMAL
414,37904,8,29.476100113016166,2122.2791932345954,166,155,6,PORT_SCAN
7166,7011503,15,1358.906504318758,1139147.5907585013,3,9168,6,DDOS
6034,3737849,10,311.23596329856593,1127559.445639576,3,6862,6,DDOS
12,6820,57,7.575109296835167,831.220585198397,5,9,6,NORMAL
12,895,49,1.3684236975447583,472.0985744986018,1,9,6,NORMAL
4523,6905029,7,964.6403118126298,111237.72593631482,3,5979,6,DDOS
38,4151,28,3.433506265081271,783.7251208393104,5,9,6,NORMAL
22,2835,44,1.0235666353321777,233.82364065868137,4,8,6,NORMAL
493,10716,8,9.566989183683335,2356.4685918732566,80,60,6,PORT_SCAN
3551,9409769,10,812.5270683444066,553608.9062966036,1,5945,6,DDOS
62,6800,31,6.675045496312929,120.06317726567707,3,2,6,NORMAL
7027,1674152,6,362.5282344314481,1488418.2248653576,2,3057,6,DDOS
27,5688,24,2.315158757530991,675.7298201057022,4,7,6,NORMAL
4630,6181296,6,1013.9529959323659,1486458.9120165936,1,4815,6,DDOS
33,3519,38,1.4073501568889557,459.16052231173967,3,77,6,C2_BEACON
8300,6602492,8,1282.9929393926782,228326.0306750452,2,8194,6,DDOS
40,2281,54,2.4159934557273983,403.61500738039445,1,98,6,C2_BEACON
60,4706,8,5.5788753274180385,297.1584530851627,2,1,6,NORMAL
374,37451,11,10.986019168052582,1008.9386989852992,213,123,6,PORT_SCAN
52,5387,98,1.4804334160890282,436.5754643960646,2,79,6,C2_BEACON
37,1425,20,5.246817244263085,358.28781324859193,2,5,6,NORMAL
6772,1781784,4,1282.6136928608908,1388944.14138198,4,6705,6,DDOS
60,6988,52,2.9075992213072257,224.80329982648203,2,40,6,C2_BEACON
80,4684,12,4.795355404589697,304.4944639232558,5,6,6,NORMAL
61,4604,84,2.468558824137912,96.63035508761314,2,94,6,C2_BEACON
337,24144,26,21.977098264975613,2491.865441762423,150,203,6,PORT_SCAN
49,6936,56,4.237968169038935,402.8272274173813,1,6,6,NORMAL
5827,9420146,11,1013.5403741778832,1281963.5233569467,4,3090,6,DDOS
623,10075,12,12.141467045267047,1925.9147340685008,262,260,6,PORT_SCAN
620,43108,27,17.041846125557228,1037.1717992953897,262,199,6,PORT_SCAN
77,7958,34,0.6151069843644548,186.9476451686001,2,2,6,NORMAL
3717,2598653,5,316.6511016261764,212273.12857772346,1,4083,6,DDOS
79,3222,66,1.9860845452829805,152.52900303060733,2,50,6,C2_BEACON
8771,9109823,11,441.6697892052296,358331.68149275286,4,1534,6,DDOS
4432,9825008,10,1152.2964081279902,1145103.4342986685,2,4264,6,DDOS
262,20184,8,28.28413399843659,1748.5847609906252,223,171,6,PORT_SCAN
523,46740,19,28.38823377551932,1804.409252993556,111,197,6,PORT_SCAN
35,3685,103,1.866462870739161,347.3108538785845,3,87,6,C2_BEACON
35,2850,86,2.1197376290620364,147.18564313217635,1,57,6,C2_BEACON
584,18717,10,5.093477498127309,1079.5775910669422,105,73,6,PORT_SCAN
73,7322,23,6.3180573470253565,268.6124714218955,3,4,6,NORMAL
67,2652,27,6.966497191231432,132.63385569390954,1,4,6,NORMAL
